Index,Name,URL,Description,Type of Proficiency,Proficiencies,Image,Speed,Size,Language
winter-wolf,Winter Wolf,/api/monsters/winter-wolf,"The arctic-dwelling winter wolf is as large as a dire wolf but has snow-white fur and pale blue eyes. Frost giants use these evil creatures as guards and hunting companions, putting the wolves’ deadly breath weapon to use against their foes. Winter wolves communicate with one another using growls and barks, but they speak Common and Giant well enough to follow simple conversations.",monstrosity,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/winter-wolf.png,{'walk': '50 ft.'},Large,"Common, Giant, Winter Wolf"
wolf,Wolf,/api/monsters/wolf,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/wolf.png,{'walk': '40 ft.'},Medium,
worg,Worg,/api/monsters/worg,"A worg is an evil predator that delights in hunting and devouring creatures weaker than itself. Cunning and malevolent, worgs roam across the remote wilderness or are raised by goblins and hobgoblins. Those creatures use worgs as mounts, but a worg will turn on its rider if it feels mistreated or malnourished. Worgs speak in their own language and Goblin, and a few learn to speak Common as well.",monstrosity,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",/api/images/monsters/worg.png,{'walk': '50 ft.'},Large,"Goblin, Worg"
wraith,Wraith,/api/monsters/wraith,,undead,[],/api/images/monsters/wraith.png,"{'walk': '0 ft.', 'fly': '60 ft.', 'hover': True}",Medium,the languages it knew in life
wyvern,Wyvern,/api/monsters/wyvern,,dragon,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '20 ft.', 'fly': '80 ft.'}",Large,
xorn,Xorn,/api/monsters/xorn,,elemental,"[{'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/xorn.png,"{'walk': '20 ft.', 'burrow': '20 ft.'}",Medium,Terran
young-black-dragon,Young Black Dragon,/api/monsters/young-black-dragon,,dragon,"[{'value': 5, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-black-dragon.png,"{'walk': '40 ft.', 'fly': '80 ft.', 'swim': '40 ft.'}",Large,"Common, Draconic"
young-blue-dragon,Young Blue Dragon,/api/monsters/young-blue-dragon,,dragon,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 9, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-blue-dragon.png,"{'walk': '40 ft.', 'burrow': '20 ft.', 'fly': '80 ft.'}",Large,"Common, Draconic"
young-brass-dragon,Young Brass Dragon,/api/monsters/young-brass-dragon,,dragon,"[{'value': 3, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-brass-dragon.png,"{'walk': '40 ft.', 'burrow': '20 ft.', 'fly': '80 ft.'}",Large,"Common, Draconic"
young-bronze-dragon,Young Bronze Dragon,/api/monsters/young-bronze-dragon,,dragon,"[{'value': 3, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-bronze-dragon.png,"{'walk': '40 ft.', 'fly': '80 ft.', 'swim': '40 ft.'}",Large,"Common, Draconic"
young-copper-dragon,Young Copper Dragon,/api/monsters/young-copper-dragon,,dragon,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 5, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-copper-dragon.png,"{'walk': '40 ft.', 'climb': '40 ft.', 'fly': '80 ft.'}",Large,"Common, Draconic"
young-gold-dragon,Young Gold Dragon,/api/monsters/young-gold-dragon,,dragon,"[{'value': 6, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 5, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 9, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 9, 'proficiency': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-gold-dragon.png,"{'walk': '40 ft.', 'fly': '80 ft.', 'swim': '40 ft.'}",Large,"Common, Draconic"
young-green-dragon,Young Green Dragon,/api/monsters/young-green-dragon,,dragon,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 5, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-green-dragon.png,"{'walk': '40 ft.', 'fly': '80 ft.', 'swim': '40 ft.'}",Large,"Common, Draconic"
young-red-dragon,Young Red Dragon,/api/monsters/young-red-dragon,,dragon,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 8, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-red-dragon.png,"{'walk': '40 ft.', 'climb': '40 ft.', 'fly': '80 ft.'}",Large,"Common, Draconic"
young-silver-dragon,Young Silver Dragon,/api/monsters/young-silver-dragon,,dragon,"[{'value': 4, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 6, 'proficiency': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'value': 6, 'proficiency': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}, {'value': 8, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-silver-dragon.png,"{'walk': '40 ft.', 'fly': '80 ft.'}",Large,"Common, Draconic"
young-white-dragon,Young White Dragon,/api/monsters/young-white-dragon,,dragon,"[{'value': 3, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 3, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/young-white-dragon.png,"{'walk': '40 ft.', 'burrow': '20 ft.', 'fly': '80 ft.', 'swim': '40 ft.'}",Large,"Common, Draconic"
zombie,Zombie,/api/monsters/zombie,,undead,"[{'value': 0, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}]",/api/images/monsters/zombie.png,{'walk': '20 ft.'},Medium,understands all languages it spoke in life but can't speak
