Index,Name,URL,Description,Reference,Prerequisites,Level,Parent,Feature Specific
eldritch-invocations,Eldritch Invocations,/api/features/eldritch-invocations,"['In your study of occult lore, you have unearthed eldritch invocations, fragments of forbidden knowledge that imbue you with an abiding magical ability.', 'At 2nd level, you gain two eldritch invocations of your choice. Your invocation options are detailed at the end of the class description. When you gain certain warlock levels, you gain additional invocations of your choice, as shown in the Invocations Known column of the Warlock table.', 'Additionally, when you gain a level in this class, you can choose one of the invocations you know and replace it with another invocation that you could learn at that level.']",,[],2,,"{'invocations': [{'index': 'eldritch-invocation-agonizing-blast', 'name': 'Eldritch Invocation: Agonizing Blast', 'url': '/api/features/eldritch-invocation-agonizing-blast'}, {'index': 'eldritch-invocation-armor-of-shadows', 'name': 'Eldritch Invocation: Armor of Shadows', 'url': '/api/features/eldritch-invocation-armor-of-shadows'}, {'index': 'eldritch-invocation-beast-speech', 'name': 'Eldritch Invocation: Beast Speech', 'url': '/api/features/eldritch-invocation-beast-speech'}, {'index': 'eldritch-invocation-beguiling-influence', 'name': 'Eldritch Invocation: Beguiling Influence', 'url': '/api/features/eldritch-invocation-beguiling-influence'}, {'index': 'eldritch-invocation-book-of-ancient-secrets', 'name': 'Eldritch Invocation: Book of Ancient Secrets', 'url': '/api/features/eldritch-invocation-book-of-ancient-secrets'}, {'index': 'eldritch-invocation-devils-sight', 'name': ""Eldritch Invocation: Devil's Sight"", 'url': '/api/features/eldritch-invocation-devils-sight'}, {'index': 'eldritch-invocation-eldritch-sight', 'name': 'Eldritch Invocation: Eldritch Sight', 'url': '/api/features/eldritch-invocation-eldritch-sight'}, {'index': 'eldritch-invocation-eldritch-spear', 'name': 'Eldritch Invocation: Eldritch Spear', 'url': '/api/features/eldritch-invocation-eldritch-spear'}, {'index': 'eldritch-invocation-eyes-of-the-rune-keeper', 'name': 'Eldritch Invocation: Eyes of the Rune Keeper', 'url': '/api/features/eldritch-invocation-eyes-of-the-rune-keeper'}, {'index': 'eldritch-invocation-fiendish-vigor', 'name': 'Eldritch Invocation: Fiendish Vigor', 'url': '/api/features/eldritch-invocation-fiendish-vigor'}, {'index': 'eldritch-invocation-gaze-of-two-minds', 'name': 'Eldritch Invocation: Gaze of Two Minds', 'url': '/api/features/eldritch-invocation-gaze-of-two-minds'}, {'index': 'eldritch-invocation-mask-of-many-faces', 'name': 'Eldritch Invocation: Mask of Many Faces', 'url': '/api/features/eldritch-invocation-mask-of-many-faces'}, {'index': 'eldritch-invocation-misty-visions', 'name': 'Eldritch Invocation: Misty Visions', 'url': '/api/features/eldritch-invocation-misty-visions'}, {'index': 'eldritch-invocation-repelling-blast', 'name': 'Eldritch Invocation: Repelling Blast', 'url': '/api/features/eldritch-invocation-repelling-blast'}, {'index': 'eldritch-invocation-thief-of-five-fates', 'name': 'Eldritch Invocation: Thief of Five Fates', 'url': '/api/features/eldritch-invocation-thief-of-five-fates'}, {'index': 'eldritch-invocation-voice-of-the-chain-master', 'name': 'Eldritch Invocation: Voice of the Chain Master', 'url': '/api/features/eldritch-invocation-voice-of-the-chain-master'}, {'index': 'eldritch-invocation-mire-the-mind', 'name': 'Eldritch Invocation: Mire the Mind', 'url': '/api/features/eldritch-invocation-mire-the-mind'}, {'index': 'eldritch-invocation-one-with-shadows', 'name': 'Eldritch Invocation: One with Shadows', 'url': '/api/features/eldritch-invocation-one-with-shadows'}, {'index': 'eldritch-invocation-sign-of-ill-omen', 'name': 'Eldritch Invocation: Sign of Ill Omen', 'url': '/api/features/eldritch-invocation-sign-of-ill-omen'}, {'index': 'eldritch-invocation-thirsting-blade', 'name': 'Eldritch Invocation: Thirsting Blade', 'url': '/api/features/eldritch-invocation-thirsting-blade'}, {'index': 'eldritch-invocation-bewitching-whispers', 'name': 'Eldritch Invocation: Bewitching Whispers', 'url': '/api/features/eldritch-invocation-bewitching-whispers'}, {'index': 'eldritch-invocation-dreadful-word', 'name': 'Eldritch Invocation: Dreadful Word', 'url': '/api/features/eldritch-invocation-dreadful-word'}, {'index': 'eldritch-invocation-sculptor-of-flesh', 'name': 'Eldritch Invocation: Sculptor of Flesh', 'url': '/api/features/eldritch-invocation-sculptor-of-flesh'}, {'index': 'eldritch-invocation-ascendant-step', 'name': 'Eldritch Invocation: Ascendant Step', 'url': '/api/features/eldritch-invocation-ascendant-step'}, {'index': 'eldritch-invocation-minions-of-chaos', 'name': 'Eldritch Invocation: Minions of Chaos', 'url': '/api/features/eldritch-invocation-minions-of-chaos'}, {'index': 'eldritch-invocation-otherworldly-leap', 'name': 'Eldritch Invocation: Otherworldly Leap', 'url': '/api/features/eldritch-invocation-otherworldly-leap'}, {'index': 'eldritch-invocation-whispers-of-the-grave', 'name': 'Eldritch Invocation: Whispers of the Grave', 'url': '/api/features/eldritch-invocation-whispers-of-the-grave'}, {'index': 'eldritch-invocation-lifedrinker', 'name': 'Eldritch Invocation: Lifedrinker', 'url': '/api/features/eldritch-invocation-lifedrinker'}, {'index': 'eldritch-invocation-chains-of-carceri', 'name': 'Eldritch Invocation: Chains of Carceri', 'url': '/api/features/eldritch-invocation-chains-of-carceri'}, {'index': 'eldritch-invocation-master-of-myriad-forms', 'name': 'Eldritch Invocation: Master of Myriad Forms', 'url': '/api/features/eldritch-invocation-master-of-myriad-forms'}, {'index': 'eldritch-invocation-visions-of-distant-realms', 'name': 'Eldritch Invocation: Visions of Distant Realms', 'url': '/api/features/eldritch-invocation-visions-of-distant-realms'}, {'index': 'eldritch-invocation-witch-sight', 'name': 'Eldritch Invocation: Witch Sight', 'url': '/api/features/eldritch-invocation-witch-sight'}]}"
eldritch-master,Eldritch Master,/api/features/eldritch-master,"['At 20th level, you can draw on your inner reserve of mystical power while entreating your patron to regain expended spell slots. You can spend 1 minute entreating your patron for aid to regain all your expended spell slots from your Pact Magic feature.', 'Once you regain spell slots with this feature, you must finish a long rest before you can do so again.']",,[],20,,
elemental-affinity,Elemental Affinity,/api/features/elemental-affinity,"['Starting at 6th level, when you cast a spell that deals damage of the type associated with your draconic ancestry, you can add your Charisma modifier to one damage roll of that spell. At the same time, you can spend 1 sorcery point to gain resistance to that damage type for 1 hour.']",/api/subclasses/draconic,[],6,,
elusive,Elusive,/api/features/elusive,"[""Beginning at 18th level, you are so evasive that attackers rarely gain the upper hand against you. No attack roll has advantage against you while you aren't incapacitated.""]",,[],18,,
empowered-evocation,Empowered Evocation,/api/features/empowered-evocation,"['Beginning at 10th level, you can add your Intelligence modifier to one damage roll of any wizard evocation spell you cast.']",,[],10,,
empty-body,Empty Body,/api/features/empty-body,"['Beginning at 18th level, you can use your action to spend 4 ki points to become invisible for 1 minute. During that time, you also have resistance to all damage but force damage.', ""Additionally, you can spend 8 ki points to cast the astral projection spell, without needing material components. When you do so, you can't take any other creatures with you.""]",,[],18,,
evocation-savant,Evocation Savant,/api/features/evocation-savant,"['Beginning when you select this school at 2nd level, the gold and time you must spend to copy an evocation spell into your spellbook is halved.']",,[],2,,
extra-attack-1,Extra Attack,/api/features/extra-attack-1,"['Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn. The number of attacks increases to three when you reach 11th level in this class and to four when you reach 20th level in this class.']",,[],5,,
extra-attack-2,Extra Attack (2),/api/features/extra-attack-2,"['Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn. The number of attacks increases to three when you reach 11th level in this class and to four when you reach 20th level in this class.']",,[],11,,
extra-attack-3,Extra Attack (3),/api/features/extra-attack-3,"['Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn. The number of attacks increases to three when you reach 11th level in this class and to four when you reach 20th level in this class.']",,[],20,,
fast-hands,Fast Hands,/api/features/fast-hands,"[""Starting at 3rd level, you can use the bonus action granted by your Cunning Action to make a Dexterity (Sleight of Hand) check, use your thieves' tools to disarm a trap or open a lock, or take the Use an Object action.""]",,[],3,,
fast-movement,Fast Movement,/api/features/fast-movement,"[""Starting at 5th level, your speed increases by 10 feet while you aren't wearing heavy armor.""]",,[],5,,
favored-enemy-1-type,Favored Enemy (1 type),/api/features/favored-enemy-1-type,"['Beginning at 1st level, you have significant experience studying, tracking, hunting, and even talking to a certain type of enemy.', 'Choose a type of favored enemy: aberrations, beasts, celestials, constructs, dragons, elementals, fey, fiends, giants, monstrosities, oozes, plants, or undead. Alternatively, you can select two races of humanoid (such as gnolls and orcs) as favored enemies.', 'You have advantage on Wisdom (Survival) checks to track your favored enemies, as well as on Intelligence checks to recall information about them.', 'When you gain this feature, you also learn one language of your choice that is spoken by your favored enemies, if they speak one at all.', 'You choose one additional favored enemy, as well as an associated language, at 6th and 14th level. As you gain levels, your choices should reflect the types of monsters you have encountered on your adventures.']",,[],1,,
favored-enemy-2-types,Favored Enemy (2 types),/api/features/favored-enemy-2-types,"['Beginning at 1st level, you have significant experience studying, tracking, hunting, and even talking to a certain type of enemy.', 'Choose a type of favored enemy: aberrations, beasts, celestials, constructs, dragons, elementals, fey, fiends, giants, monstrosities, oozes, plants, or undead. Alternatively, you can select two races of humanoid (such as gnolls and orcs) as favored enemies.', 'You have advantage on Wisdom (Survival) checks to track your favored enemies, as well as on Intelligence checks to recall information about them.', 'When you gain this feature, you also learn one language of your choice that is spoken by your favored enemies, if they speak one at all.', 'You choose one additional favored enemy, as well as an associated language, at 6th and 14th level. As you gain levels, your choices should reflect the types of monsters you have encountered on your adventures.']",,[],6,,
favored-enemy-3-enemies,Favored Enemy (3 enemies),/api/features/favored-enemy-3-enemies,"['Beginning at 1st level, you have significant experience studying, tracking, hunting, and even talking to a certain type of enemy.', 'Choose a type of favored enemy: aberrations, beasts, celestials, constructs, dragons, elementals, fey, fiends, giants, monstrosities, oozes, plants, or undead. Alternatively, you can select two races of humanoid (such as gnolls and orcs) as favored enemies.', 'You have advantage on Wisdom (Survival) checks to track your favored enemies, as well as on Intelligence checks to recall information about them.', 'When you gain this feature, you also learn one language of your choice that is spoken by your favored enemies, if they speak one at all.', 'You choose one additional favored enemy, as well as an associated language, at 6th and 14th level. As you gain levels, your choices should reflect the types of monsters you have encountered on your adventures.']",,[],14,,
feral-instinct,Feral Instinct,/api/features/feral-instinct,"['By 7th level, your instincts are so honed that you have advantage on initiative rolls.', ""Additionally, if you are surprised at the beginning of combat and aren't incapacitated, you can act normally on your first turn, but only if you enter your rage before doing anything else on that turn.""]",,[],7,,
feral-senses,Feral Senses,/api/features/feral-senses,"[""At 18th level, you gain preternatural senses that help you fight creatures you can't see. When you attack a creature you can't see, your inability to see it doesn't impose disadvantage on your attack rolls against it."", ""You are also aware of the location of any invisible creature within 30 feet of you, provided that the creature isn't hidden from you and you aren't blinded or deafened.""]",,[],18,,
fiendish-resilience,Fiendish Resilience,/api/features/fiendish-resilience,"['Starting at 10th level, you can choose one damage type when you finish a short or long rest. You gain resistance to that damage type until you choose a different one with this feature. Damage from magical weapons or silver weapons ignores this resistance.']",,[],10,,
fighter-ability-score-improvement-1,Ability Score Improvement,/api/features/fighter-ability-score-improvement-1,"[""When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],4,,
fighter-ability-score-improvement-2,Ability Score Improvement,/api/features/fighter-ability-score-improvement-2,"[""When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],6,,
fighter-ability-score-improvement-3,Ability Score Improvement,/api/features/fighter-ability-score-improvement-3,"[""When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],8,,
fighter-ability-score-improvement-4,Ability Score Improvement,/api/features/fighter-ability-score-improvement-4,"[""When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],12,,
fighter-ability-score-improvement-5,Ability Score Improvement,/api/features/fighter-ability-score-improvement-5,"[""When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],14,,
fighter-ability-score-improvement-6,Ability Score Improvement,/api/features/fighter-ability-score-improvement-6,"[""When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],16,,
fighter-ability-score-improvement-7,Ability Score Improvement,/api/features/fighter-ability-score-improvement-7,"[""When you reach 4th level, and again at 6th, 8th, 12th, 14th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],19,,
fighter-fighting-style,Fighting Style,/api/features/fighter-fighting-style,"[""You adopt a particular style of fighting as your specialty. Choose one of the following options. You can't take a Fighting Style option more than once, even if you later get to choose again.""]",,[],1,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'fighter-fighting-style-archery', 'name': 'Fighting Style: Archery', 'url': '/api/features/fighter-fighting-style-archery'}}, {'option_type': 'reference', 'item': {'index': 'fighter-fighting-style-defense', 'name': 'Fighting Style: Defense', 'url': '/api/features/fighter-fighting-style-defense'}}, {'option_type': 'reference', 'item': {'index': 'fighter-fighting-style-dueling', 'name': 'Fighting Style: Dueling', 'url': '/api/features/fighter-fighting-style-dueling'}}, {'option_type': 'reference', 'item': {'index': 'fighter-fighting-style-great-weapon-fighting', 'name': 'Fighting Style: Great Weapon Fighting', 'url': '/api/features/fighter-fighting-style-great-weapon-fighting'}}, {'option_type': 'reference', 'item': {'index': 'fighter-fighting-style-protection', 'name': 'Fighting Style: Protection', 'url': '/api/features/fighter-fighting-style-protection'}}, {'option_type': 'reference', 'item': {'index': 'fighter-fighting-style-two-weapon-fighting', 'name': 'Fighting Style: Two-Weapon Fighting', 'url': '/api/features/fighter-fighting-style-two-weapon-fighting'}}]}}, 'invocations': []}"
